Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
PTMA	0	0	1	0	0	0	0	0	0	1	1	1
PTOV1	0	0	0	0	1	0	0	0	0	1	1	1
PTPN4	0	0	0	0	1	0	0	0	0	1	1	1
PTPRA	0	0	0	0	1	0	0	0	0	1	1	1
PTPRB	0	0	0	0	1	0	0	0	0	1	1	1
PTPRC	0	0	0	0	1	0	0	0	0	1	1	1
PTPRD	0	0	0	0	1	0	0	0	0	1	1	1
PTPRG	0	0	0	0	1	0	0	0	0	1	1	1
PTPRJ	0	0	0	0	1	0	0	0	0	1	1	1
PTPRO	0	0	0	0	1	0	0	0	0	1	1	1
PTPRR	0	0	0	0	1	0	0	0	0	1	1	1
PTPRS	0	0	0	0	1	0	0	0	0	1	1	1
PTPRZ1	0	0	0	0	1	0	0	0	0	1	1	1
PTS	0	0	0	0	1	0	0	0	0	1	1	1
PUM1	0	0	0	0	1	0	0	0	0	1	1	1
PURA	0	0	0	0	1	0	0	0	0	1	1	1
PUS10	0	0	0	0	1	0	0	0	0	1	1	1
PVR	0	0	0	0	1	0	0	0	0	1	1	1
PWP1	0	0	0	0	1	0	0	0	0	1	1	1
PWWP2B	0	0	0	0	1	0	0	0	0	1	1	1
PWWP3A	0	0	0	0	1	0	0	0	0	1	1	1
PXN	0	0	0	0	1	0	0	0	0	1	1	1
PYDC2	0	0	0	0	1	0	0	0	0	1	1	1
PYGM	0	0	0	0	1	0	0	0	0	1	1	1
PZP	0	0	0	0	0	0	0	1	0	1	1	1
QNG1	0	0	0	0	0	1	0	0	0	1	1	1
QRICH2	0	0	0	0	1	0	0	0	0	1	1	1
QSOX1	0	0	0	0	1	0	0	0	0	1	1	1
QSOX2	0	0	0	0	1	0	0	0	0	1	1	1
R3HCC1	1	0	0	0	0	0	0	0	0	1	1	1
R3HCC1L	0	0	0	0	1	0	0	0	0	1	1	1
R3HDML	1	0	0	0	0	0	0	0	0	1	1	1
RAB11A	0	0	0	0	1	0	0	0	0	1	1	1
RAB11FIP4	0	0	0	0	1	0	0	0	0	1	1	1
RAB18	0	0	0	0	1	0	0	0	0	1	1	1
RAB27A	0	0	0	0	1	0	0	0	0	1	1	1
RAB27B	0	0	0	0	1	0	0	0	0	1	1	1
RAB33A	0	0	0	0	1	0	0	0	0	1	1	1
RAB3IP	0	0	0	0	1	0	0	0	0	1	1	1
RAB40A	0	0	0	0	1	0	0	0	0	1	1	1
RAB40AL	0	0	0	0	1	0	0	0	0	1	1	1
RAB40B	0	0	0	0	0	1	0	0	0	1	1	1
RAB43	0	0	0	0	1	0	0	0	0	1	1	1
RAB5A	0	0	0	0	0	0	0	1	0	1	1	1
RAB5B	0	0	0	0	0	1	0	0	0	1	1	1
RAB6B	0	0	0	0	1	0	0	0	0	1	1	1
RABGAP1L	0	0	0	0	1	0	0	0	0	1	1	1
RABGGTB	0	0	0	0	1	0	0	0	0	1	1	1
RABL2B	0	0	0	0	0	0	0	1	0	1	1	1
RAC2	0	0	0	0	1	0	0	0	0	1	1	1
RACGAP1	0	0	0	0	1	0	0	0	0	1	1	1
RAD17	0	0	0	0	1	0	0	0	0	1	1	1
RAD21L1	0	0	0	0	0	0	0	1	0	1	1	1
RAD50	1	0	0	0	0	0	0	0	0	1	1	1
RAD51B	0	0	0	0	1	0	0	0	0	1	1	1
RAD54B	0	0	0	0	1	0	0	0	0	1	1	1
RAD54L	0	0	0	0	1	0	0	0	0	1	1	1
RAD9B	0	0	0	0	0	0	0	1	0	1	1	1
RAG1	0	0	0	0	1	0	0	0	0	1	1	1
RAI1	0	0	0	0	1	0	0	0	0	1	1	1
RALGAPA2	0	0	0	0	1	0	0	0	0	1	1	1
RALGPS2	0	0	0	0	1	0	0	0	0	1	1	1
RALY	0	0	0	0	0	0	0	1	0	1	1	1
RANBP10	0	0	0	0	1	0	0	0	0	1	1	1
RANBP17	0	0	0	0	1	0	0	0	0	1	1	1
RANBP6	0	0	0	0	1	0	0	0	0	1	1	1
RANBP9	0	0	0	0	1	0	0	0	0	1	1	1
RANGRF	0	0	0	0	1	0	0	0	0	1	1	1
RAP1GAP2	0	0	0	0	1	0	0	0	0	1	1	1
RAP1GDS1	0	0	0	0	1	0	0	0	0	1	1	1
RAPGEF1	0	0	0	0	1	0	0	0	0	1	1	1
RAPGEF5	0	0	0	0	1	0	0	0	0	1	1	1
RAPGEFL1	0	0	0	0	1	0	0	0	0	1	1	1
RARA	0	0	0	0	1	0	0	0	0	1	1	1
RARS1	0	0	0	0	0	0	0	1	0	1	1	1
RARS2	0	0	0	0	1	0	0	0	0	1	1	1
RASA2	0	0	0	0	1	0	0	0	0	1	1	1
RASA4	0	0	0	0	0	1	0	0	0	1	1	1
RASEF	0	0	0	0	1	0	0	0	0	1	1	1
RASGEF1C	0	0	0	0	1	0	0	0	0	1	1	1
RASGRP3	0	0	0	0	1	0	0	0	0	1	1	1
RASIP1	0	0	0	0	1	0	0	0	0	1	1	1
RASL10A	0	0	0	0	1	0	0	0	0	1	1	1
RASL10B	0	0	0	0	1	0	0	0	0	1	1	1
RASSF4	0	0	0	0	1	0	0	0	0	1	1	1
RASSF5	1	0	0	0	0	0	0	0	0	1	1	1
RASSF7	0	0	0	0	1	0	0	0	0	1	1	1
RAX	0	0	0	0	1	0	0	0	0	1	1	1
RB1	0	1	0	0	0	0	0	0	0	1	1	1
RBFOX1	0	0	0	0	1	0	0	0	0	1	1	1
RBFOX2	0	0	0	0	1	0	0	0	0	1	1	1
RBFOX3	0	0	0	0	1	0	0	0	0	1	1	1
RBM10	0	0	0	0	1	0	0	0	0	1	1	1
RBM14	0	0	0	0	1	0	0	0	0	1	1	1
RBM15B	0	0	0	0	1	0	0	0	0	1	1	1
RBM19	0	0	0	0	1	0	0	0	0	1	1	1
RBM22	0	0	0	0	1	0	0	0	0	1	1	1
RBM28	0	0	0	0	1	0	0	0	0	1	1	1
RBM33	0	0	0	0	1	0	0	0	0	1	1	1
RBM34	0	0	0	0	1	0	0	0	0	1	1	1
RBM39	0	0	0	0	1	0	0	0	0	1	1	1
RBM41	0	0	0	0	1	0	0	0	0	1	1	1
RBM43	0	1	0	0	0	0	0	0	0	1	1	1
RBM47	0	0	0	0	1	0	0	0	0	1	1	1
RBM4B	0	1	0	0	0	0	0	0	0	1	1	1
RBPMS2	0	0	0	0	1	0	0	0	0	1	1	1
RBSN	0	0	0	0	1	0	0	0	0	1	1	1
RC3H2	0	0	0	0	0	0	0	1	0	1	1	1
RCAN3	0	0	0	0	1	0	0	0	0	1	1	1
RCBTB1	0	0	0	0	1	0	0	0	0	1	1	1
RCL1	0	0	0	0	1	0	0	0	0	1	1	1
RCOR3	0	0	0	0	1	0	0	0	0	1	1	1
RDH16	1	0	0	0	0	0	0	0	0	1	1	1
RDM1	1	0	0	0	0	0	0	0	0	1	1	1
REC8	0	0	0	0	1	0	0	0	0	1	1	1
RECK	0	0	0	0	1	0	0	0	0	1	1	1
RECQL	0	0	0	0	1	0	0	0	0	1	1	1
REEP2	0	1	0	0	0	0	0	0	0	1	1	1
REEP3	0	0	0	0	1	0	0	0	0	1	1	1
REG1A	0	0	0	0	1	0	0	0	0	1	1	1
RELA	0	0	0	0	1	0	0	0	0	1	1	1
RELT	0	0	0	0	0	0	0	1	0	1	1	1
REN	0	0	0	0	1	0	0	0	0	1	1	1
RENBP	0	0	0	0	1	0	0	0	0	1	1	1
REPS1	0	0	0	0	1	0	0	0	0	1	1	1
REPS2	0	0	0	0	1	0	0	0	0	1	1	1
RESP18	0	0	0	0	1	0	0	0	0	1	1	1
RETREG3	0	0	0	0	1	0	0	0	0	1	1	1
RETSAT	1	0	0	0	0	0	0	0	0	1	1	1
REXO2	0	0	0	0	1	0	0	0	0	1	1	1
RFC1	0	0	0	0	1	0	0	0	0	1	1	1
RFK	0	0	0	0	1	0	0	0	0	1	1	1
RFPL1	0	0	0	0	1	0	0	0	0	1	1	1
RFWD3	0	0	0	0	1	0	0	0	0	1	1	1
RFX1	0	0	0	0	1	0	0	0	0	1	1	1
RFX3	1	0	0	0	0	0	0	0	0	1	1	1
RFX4	0	0	0	0	1	0	0	0	0	1	1	1
RFX6	0	0	0	0	1	0	0	0	0	1	1	1
RGL3	0	0	0	0	0	1	0	0	0	1	1	1
RGPD3	0	0	0	0	0	1	0	0	0	1	1	1
RGR	0	0	0	0	1	0	0	0	0	1	1	1
RGS10	0	0	0	0	1	0	0	0	0	1	1	1
RGS21	0	0	0	0	1	0	0	0	0	1	1	1
RGS3	0	0	0	0	1	0	0	0	0	1	1	1
RGS4	0	0	0	0	0	1	0	0	0	1	1	1
RGS5	0	0	0	0	1	0	0	0	0	1	1	1
RGS7	0	0	0	0	1	0	0	0	0	1	1	1
RGS9	0	0	0	0	1	0	0	0	0	1	1	1
RHAG	0	0	0	0	1	0	0	0	0	1	1	1
RHBDD1	0	0	0	0	0	0	0	1	0	1	1	1
RHBDD3	0	0	0	0	0	1	0	0	0	1	1	1
RHBDL2	0	0	0	0	0	0	0	1	0	1	1	1
RHBDL3	0	0	0	0	1	0	0	0	0	1	1	1
RHCG	0	0	0	0	1	0	0	0	0	1	1	1
RHD	0	0	0	0	0	1	0	0	0	1	1	1
RHEBL1	0	0	0	0	1	0	0	0	0	1	1	1
RHEX	1	0	0	0	0	0	0	0	0	1	1	1
RHOA	0	0	0	0	1	0	0	0	0	1	1	1
RHOBTB2	0	0	0	0	1	0	0	0	0	1	1	1
RHOC	0	0	0	0	1	0	0	0	0	1	1	1
RHOT1	0	0	0	0	1	0	0	0	0	1	1	1
RHPN2	0	0	0	0	0	1	0	0	0	1	1	1
RIBC1	0	0	0	0	1	0	0	0	0	1	1	1
RIC8B	0	0	0	0	1	0	0	0	0	1	1	1
RIF1	0	0	0	0	1	0	0	0	0	1	1	1
RILPL1	0	0	0	0	1	0	0	0	0	1	1	1
RIMBP3	0	1	0	0	0	0	0	0	0	1	1	1
RIMBP3B	0	1	0	0	0	0	0	0	0	1	1	1
RIMKLA	0	0	0	0	1	0	0	0	0	1	1	1
RIMS2	0	0	0	0	1	0	0	0	0	1	1	1
RIOK1	0	0	0	0	1	0	0	0	0	1	1	1
RIOX1	0	0	0	0	1	0	0	0	0	1	1	1
RIPK2	0	0	0	0	0	0	0	1	0	1	1	1
RIPK3	0	1	0	0	0	0	0	0	0	1	1	1
RIPOR3	0	0	0	0	1	0	0	0	0	1	1	1
RIPPLY2	0	0	0	0	1	0	0	0	0	1	1	1
RLF	0	0	0	0	1	0	0	0	0	1	1	1
RLIM	0	0	0	0	1	0	0	0	0	1	1	1
RMC1	0	0	0	0	1	0	0	0	0	1	1	1
RMDN1	0	0	0	0	0	1	0	0	0	1	1	1
RMND1	1	0	0	0	0	0	0	0	0	1	1	1
RMND5A	0	0	0	0	1	0	0	0	0	1	1	1
RNASE1	1	0	0	0	0	0	0	0	0	1	1	1
RNASE11	0	0	0	0	1	0	0	0	0	1	1	1
RNASE2	0	0	0	0	1	0	0	0	0	1	1	1
RNASE6	0	0	0	0	0	1	0	0	0	1	1	1
RNASE8	0	1	0	0	0	0	0	0	0	1	1	1
RNASEH1	0	0	0	0	0	0	0	1	0	1	1	1
RNASEH2A	0	0	0	0	1	0	0	0	0	1	1	1
RNF11	0	0	0	0	1	0	0	0	0	1	1	1
RNF123	0	0	0	0	1	0	0	0	0	1	1	1
RNF126	0	0	0	0	1	0	0	0	0	1	1	1
RNF13	0	0	0	0	0	0	0	1	0	1	1	1
RNF144A	0	0	0	0	1	0	0	0	0	1	1	1
RNF148	0	0	0	0	0	1	0	0	0	1	1	1
RNF152	0	0	0	0	1	0	0	0	0	1	1	1
RNF169	0	0	0	0	1	0	0	0	0	1	1	1
RNF175	0	0	0	0	1	0	0	0	0	1	1	1
RNF187	0	0	0	0	1	0	0	0	0	1	1	1
RNF19A	0	0	0	0	1	0	0	0	0	1	1	1
RNF212	0	1	0	0	0	0	0	0	0	1	1	1
RNF212B	0	0	0	0	0	0	0	1	0	1	1	1
RNF215	0	0	0	0	1	0	0	0	0	1	1	1
RNF223	0	0	0	0	1	0	0	0	0	1	1	1
RNF39	0	0	0	0	1	0	0	0	0	1	1	1
RNF40	0	0	0	0	1	0	0	0	0	1	1	1
RNF44	0	0	0	0	1	0	0	0	0	1	1	1
RNF8	0	0	0	0	1	0	0	0	0	1	1	1
RNGTT	0	0	0	0	1	0	0	0	0	1	1	1
ROBO2	0	0	0	0	1	0	0	0	0	1	1	1
ROCK1	0	0	0	0	0	0	0	1	0	1	1	1
ROGDI	0	0	0	0	1	0	0	0	0	1	1	1
ROPN1	0	0	0	0	0	0	0	1	0	1	1	1
ROR2	0	0	0	0	1	0	0	0	0	1	1	1
ROS1	0	0	0	0	1	0	0	0	0	1	1	1
RPAP1	0	0	0	0	1	0	0	0	0	1	1	1
RPAP2	0	0	0	0	0	0	0	1	0	1	1	1
RPEL1	0	0	0	0	0	1	0	0	0	1	1	1
RPGR	0	0	0	0	1	0	0	0	0	1	1	1
RPGRIP1	0	0	0	0	1	0	0	0	0	1	1	1
RPL18	0	0	0	0	1	0	0	0	0	1	1	1
RPN1	0	0	0	0	0	1	0	0	0	1	1	1
RPRD2	0	0	0	0	1	0	0	0	0	1	1	1
RPS10	0	0	0	0	1	0	0	0	0	1	1	1
RPS19	0	0	0	0	1	0	0	0	0	1	1	1
RPS24	0	0	0	0	1	0	0	0	0	1	1	1
RPS3	0	0	0	0	0	1	0	0	0	1	1	1
RPS6	0	0	1	0	0	0	0	0	0	1	1	1
RPS6KA3	0	0	0	0	1	0	0	0	0	1	1	1
RPS9	0	0	0	0	1	0	0	0	0	1	1	1
RPTOR	0	0	0	0	1	0	0	0	0	1	1	1
RPUSD2	0	0	0	0	1	0	0	0	0	1	1	1
RPUSD3	0	0	0	0	0	0	0	1	0	1	1	1
RRAD	0	0	0	0	1	0	0	0	0	1	1	1
RREB1	0	0	0	0	1	0	0	0	0	1	1	1
RRH	0	0	0	0	0	1	0	0	0	1	1	1
RRM1	0	0	0	0	0	0	0	1	0	1	1	1
RRP36	0	0	0	0	0	0	0	1	0	1	1	1
RRP8	0	0	0	0	1	0	0	0	0	1	1	1
RRS1	1	0	0	0	0	0	0	0	0	1	1	1
RSAD1	0	0	0	0	0	1	0	0	0	1	1	1
RSAD2	0	0	0	0	1	0	0	0	0	1	1	1
RSPH10B2	0	0	0	0	0	0	0	1	0	1	1	1
RSPH4A	0	1	0	0	0	0	0	0	0	1	1	1
RSPH6A	0	0	0	0	1	0	0	0	0	1	1	1
RSPH9	0	0	0	0	1	0	0	0	0	1	1	1
RSRC1	0	0	0	0	1	0	0	0	0	1	1	1
RTBDN	0	0	0	0	1	0	0	0	0	1	1	1
RTCB	0	0	0	0	1	0	0	0	0	1	1	1
RTF2	0	0	0	0	1	0	0	0	0	1	1	1
RTKN	0	0	0	0	1	0	0	0	0	1	1	1
RTL3	0	0	0	0	1	0	0	0	0	1	1	1
RTL4	0	0	0	0	1	0	0	0	0	1	1	1
RTN2	0	0	0	0	1	0	0	0	0	1	1	1
RTN3	0	0	0	0	1	0	0	0	0	1	1	1
RTN4IP1	0	0	0	0	1	0	0	0	0	1	1	1
RTP1	0	0	0	0	1	0	0	0	0	1	1	1
RTP2	0	0	0	0	1	0	0	0	0	1	1	1
RTP4	0	0	0	0	1	0	0	0	0	1	1	1
RUBCN	0	0	0	0	0	1	0	0	0	1	1	1
RUFY2	1	0	0	0	0	0	0	0	0	1	1	1
RUNDC3A	0	0	0	0	1	0	0	0	0	1	1	1
RUNX1T1	0	0	0	0	0	0	0	1	0	1	1	1
RUSF1	1	0	0	0	0	0	0	0	0	1	1	1
RUVBL2	0	0	0	0	1	0	0	0	0	1	1	1
RWDD2A	0	0	0	0	1	0	0	0	0	1	1	1
RXRG	0	0	0	0	1	0	0	0	0	1	1	1
S100A16	0	0	0	0	1	0	0	0	0	1	1	1
S100A2	0	0	0	0	0	1	0	0	0	1	1	1
S100A7A	0	0	0	0	1	0	0	0	0	1	1	1
S100Z	0	0	0	0	1	0	0	0	0	1	1	1
S1PR1	0	0	0	0	1	0	0	0	0	1	1	1
S1PR5	0	0	0	0	1	0	0	0	0	1	1	1
SAAL1	0	0	0	0	0	1	0	0	0	1	1	1
SAC3D1	0	0	0	0	0	0	0	0	1	1	1	1
SACM1L	1	0	0	0	0	0	0	0	0	1	1	1
SAFB	0	0	0	0	1	0	0	0	0	1	1	1
SAG	0	0	0	0	1	0	0	0	0	1	1	1
SAGE1	0	0	0	0	1	0	0	0	0	1	1	1
SALL1	0	0	0	0	1	0	0	0	0	1	1	1
SALL2	0	0	0	0	1	0	0	0	0	1	1	1
SAMD1	1	0	0	0	0	0	0	0	0	1	1	1
SAMD4B	0	0	0	0	1	0	0	0	0	1	1	1
SAMD8	0	0	0	0	1	0	0	0	0	1	1	1
SAMSN1	0	0	0	0	1	0	0	0	0	1	1	1
SAP130	0	0	0	0	1	0	0	0	0	1	1	1
SART3	0	0	0	0	1	0	0	0	0	1	1	1
SASH3	0	0	0	0	1	0	0	0	0	1	1	1
SAT1	0	0	0	0	1	0	0	0	0	1	1	1
SATB1	0	0	0	0	1	0	0	0	0	1	1	1
SAXO3	0	0	0	0	1	0	0	0	0	1	1	1
SAXO4	0	0	0	0	1	0	0	0	0	1	1	1
SAXO5	0	0	0	0	1	0	0	0	0	1	1	1
SBF2	0	0	0	0	1	0	0	0	0	1	1	1
SCAF1	0	0	0	0	1	0	0	0	0	1	1	1
SCAF4	0	0	0	0	1	0	0	0	0	1	1	1
SCAF8	0	0	0	0	1	0	0	0	0	1	1	1
SCAMP1	0	0	0	0	1	0	0	0	0	1	1	1
SCAP	0	0	0	0	1	0	0	0	0	1	1	1
SCAPER	0	0	0	0	1	0	0	0	0	1	1	1
SCARB1	0	0	0	0	1	0	0	0	0	1	1	1
SCARF1	0	0	0	0	1	0	0	0	0	1	1	1
SCART1	0	0	0	0	1	0	0	0	0	1	1	1
SCD5	0	0	0	0	1	0	0	0	0	1	1	1
SCEL	0	0	0	0	1	0	0	0	0	1	1	1
SCGB1A1	1	0	0	0	0	0	0	0	0	1	1	1
SCGB1C1	1	0	0	0	0	0	0	0	0	1	1	1
SCGN	0	0	0	0	1	0	0	0	0	1	1	1
SCIN	0	0	0	0	1	0	0	0	0	1	1	1
SCN11A	0	0	0	0	1	0	0	0	0	1	1	1
SCN4A	0	0	0	0	1	0	0	0	0	1	1	1
SCN4B	0	0	0	0	1	0	0	0	0	1	1	1
SCN8A	0	0	0	0	1	0	0	0	0	1	1	1
SCNN1B	0	0	0	0	1	0	0	0	0	1	1	1
SCNN1D	0	0	0	0	1	0	0	0	0	1	1	1
SCP2	0	0	0	0	1	0	0	0	0	1	1	1
SCRN3	0	0	0	0	0	0	0	1	0	1	1	1
SCUBE1	0	0	0	0	1	0	0	0	0	1	1	1
SCUBE3	0	0	0	0	0	0	0	1	0	1	1	1
SCX	0	0	0	0	1	0	0	0	0	1	1	1
SCYL2	0	0	0	0	1	0	0	0	0	1	1	1
SDCBP2	0	0	0	0	1	0	0	0	0	1	1	1
SDF2	0	0	0	0	1	0	0	0	0	1	1	1
SDF2L1	1	0	0	0	0	0	0	0	0	1	1	1
SDHAF1	0	0	0	0	1	0	0	0	0	1	1	1
SDHAF4	0	0	0	0	0	1	0	0	0	1	1	1
SDK2	0	0	0	0	1	0	0	0	0	1	1	1
SDS	0	0	0	0	1	0	0	0	0	1	1	1
SEBOX	1	0	0	0	0	0	0	0	0	1	1	1
SEC14L1	0	0	0	0	1	0	0	0	0	1	1	1
SEC14L2	0	0	0	0	0	0	1	0	0	1	1	1
SEC14L4	0	0	0	0	0	0	0	1	0	1	1	1
SEC24C	0	0	0	0	1	0	0	0	0	1	1	1
SEC62	0	1	0	0	0	0	0	0	0	1	1	1
SECISBP2	0	0	0	0	0	1	0	0	0	1	1	1
SECISBP2L	0	0	0	0	1	0	0	0	0	1	1	1
SECTM1	0	0	0	0	0	1	0	0	0	1	1	1
SEL1L	0	0	0	0	0	1	0	0	0	1	1	1
SELE	0	0	0	0	1	0	0	0	0	1	1	1
SELENOH	0	0	0	0	0	1	0	0	0	1	1	1
SELENOM	0	0	0	0	0	1	0	0	0	1	1	1
SELENOO	0	0	0	0	1	0	0	0	0	1	1	1
SELENOP	0	0	0	0	1	0	0	0	0	1	1	1
SELENOW	0	0	0	0	0	0	0	1	0	1	1	1
SELP	0	0	0	0	1	0	0	0	0	1	1	1
SELPLG	0	0	0	0	1	0	0	0	0	1	1	1
SEMA3B	0	0	0	0	1	0	0	0	0	1	1	1
SEMA3F	0	0	1	0	0	0	0	0	0	1	1	1
SEMA6A	0	0	0	0	1	0	0	0	0	1	1	1
SEMA6C	0	0	0	0	1	0	0	0	0	1	1	1
SENP3	0	0	0	0	1	0	0	0	0	1	1	1
SENP5	0	0	0	0	1	0	0	0	0	1	1	1
SEPTIN12	0	0	0	0	1	0	0	0	0	1	1	1
SEPTIN2	0	0	0	0	1	0	0	0	0	1	1	1
SEPTIN8	0	0	0	0	1	0	0	0	0	1	1	1
SEPTIN9	0	0	0	0	1	0	0	0	0	1	1	1
SERHL2	0	0	0	0	1	0	0	0	0	1	1	1
SERINC2	0	0	0	0	1	0	0	0	0	1	1	1
SERPINA12	0	0	0	0	1	0	0	0	0	1	1	1
SERPINA5	0	0	0	0	1	0	0	0	0	1	1	1
SERPINA7	0	0	0	0	1	0	0	0	0	1	1	1
SERPINA9	0	0	0	0	1	0	0	0	0	1	1	1
SERPINB11	0	0	0	0	0	1	0	0	0	1	1	1
SERPINB2	0	0	0	0	1	0	0	0	0	1	1	1
SERPINB4	1	0	0	0	0	0	0	0	0	1	1	1
SERPINB9	0	0	0	0	1	0	0	0	0	1	1	1
SERPINC1	0	0	0	0	1	0	0	0	0	1	1	1
SERPINE1	0	0	0	0	1	0	0	0	0	1	1	1
SERPINE3	0	0	0	0	0	0	0	1	0	1	1	1
SERPINF2	0	0	0	0	1	0	0	0	0	1	1	1
SERPING1	0	0	0	0	1	0	0	0	0	1	1	1
SERPINI1	0	0	0	0	0	0	0	1	0	1	1	1
SETD1A	0	0	0	0	1	0	0	0	0	1	1	1
SETD7	0	0	0	0	1	0	0	0	0	1	1	1
SETDB1	0	0	0	0	1	0	0	0	0	1	1	1
SETSIP	1	0	0	0	0	0	0	0	0	1	1	1
SF1	0	0	0	0	1	0	0	0	0	1	1	1
SFRP1	0	0	0	0	1	0	0	0	0	1	1	1
SFRP5	0	1	0	0	0	0	0	0	0	1	1	1
SFXN3	1	0	0	0	0	0	0	0	0	1	1	1
SFXN4	0	0	0	0	0	0	0	1	0	1	1	1
SGCA	0	0	0	0	1	0	0	0	0	1	1	1
SGCB	0	0	0	0	1	0	0	0	0	1	1	1
SGCZ	0	0	0	0	1	0	0	0	0	1	1	1
SGK1	1	0	0	0	0	0	0	0	0	1	1	1
SGMS2	0	0	0	0	1	0	0	0	0	1	1	1
SGO1	0	0	0	0	1	0	0	0	0	1	1	1
SGO2	0	0	0	0	1	0	0	0	0	1	1	1
SGPL1	0	0	0	0	1	0	0	0	0	1	1	1
SGPP2	0	0	0	0	0	1	0	0	0	1	1	1
SH2B3	0	0	0	0	1	0	0	0	0	1	1	1
SH2D2A	0	0	0	0	0	0	0	1	0	1	1	1
SH2D3A	0	0	0	0	1	0	0	0	0	1	1	1
SH2D4A	0	0	0	0	0	1	0	0	0	1	1	1
SH2D4B	0	0	0	0	1	0	0	0	0	1	1	1
SH2D6	0	0	0	0	0	0	0	1	0	1	1	1
SH2D7	0	0	0	0	1	0	0	0	0	1	1	1
SH3BP1	0	0	0	0	1	0	0	0	0	1	1	1
SH3GLB2	0	0	0	0	1	0	0	0	0	1	1	1
SH3TC2	0	0	0	0	1	0	0	0	0	1	1	1
SHANK2	0	0	0	0	1	0	0	0	0	1	1	1
SHC3	0	0	0	0	1	0	0	0	0	1	1	1
SHE	0	0	0	0	1	0	0	0	0	1	1	1
SHF	0	1	0	0	0	0	0	0	0	1	1	1
SHFL	0	0	0	0	1	0	0	0	0	1	1	1
SHH	0	0	0	0	1	0	0	0	0	1	1	1
SHISA5	0	0	0	0	1	0	0	0	0	1	1	1
SHISA6	1	0	0	0	0	0	0	0	0	1	1	1
SHISA8	0	0	0	0	0	0	0	0	1	1	1	1
SHISAL1	0	0	0	0	0	1	0	0	0	1	1	1
SHISAL2A	0	0	0	0	1	0	0	0	0	1	1	1
SHISAL2B	0	0	0	0	1	0	0	0	0	1	1	1
SHOC1	0	0	0	0	1	0	0	0	0	1	1	1
SHPRH	0	0	0	0	1	0	0	0	0	1	1	1
SHROOM1	0	0	0	0	0	0	0	1	0	1	1	1
SHTN1	0	0	0	0	1	0	0	0	0	1	1	1
SIDT2	0	0	0	0	1	0	0	0	0	1	1	1
SIGIRR	0	0	0	0	1	0	0	0	0	1	1	1
SIGLEC12	0	0	0	0	1	0	0	0	0	1	1	1
SIGLEC14	0	0	0	0	1	0	0	0	0	1	1	1
SIGLEC5	0	1	0	0	0	0	0	0	0	1	1	1
SIGLEC6	0	0	0	0	1	0	0	0	0	1	1	1
SIGLECL1	0	0	0	0	0	0	0	1	0	1	1	1
SIK2	0	0	0	0	1	0	0	0	0	1	1	1
SIK3	0	0	0	0	1	0	0	0	0	1	1	1
SIM1	0	0	0	0	1	0	0	0	0	1	1	1
SIN3B	0	0	0	0	0	0	0	1	0	1	1	1
SINHCAF	1	0	0	0	0	0	0	0	0	1	1	1
SIPA1L1	0	0	0	0	0	1	0	0	0	1	1	1
SIRT1	0	0	0	0	0	1	0	0	0	1	1	1
SIRT5	0	0	0	0	1	0	0	0	0	1	1	1
SIX2	0	0	0	0	1	0	0	0	0	1	1	1
SIX5	0	0	0	0	1	0	0	0	0	1	1	1
SKAP2	0	0	0	0	1	0	0	0	0	1	1	1
SKIC3	0	0	0	0	1	0	0	0	0	1	1	1
SKIL	0	0	0	0	0	0	0	1	0	1	1	1
SKOR1	0	0	0	0	1	0	0	0	0	1	1	1
SKOR2	0	0	0	0	1	0	0	0	0	1	1	1
SKP2	0	0	0	0	1	0	0	0	0	1	1	1
SLAIN1	0	0	0	0	1	0	0	0	0	1	1	1
SLAMF1	0	1	0	0	0	0	0	0	0	1	1	1
SLAMF7	0	0	0	0	1	0	0	0	0	1	1	1
SLC10A5	0	0	0	0	1	0	0	0	0	1	1	1
SLC10A7	0	0	0	0	0	0	0	1	0	1	1	1
SLC11A1	0	0	0	0	1	0	0	0	0	1	1	1
SLC13A1	0	0	0	0	1	0	0	0	0	1	1	1
SLC14A2	1	0	0	0	0	0	0	0	0	1	1	1
SLC15A2	0	0	0	0	1	0	0	0	0	1	1	1
SLC15A3	0	0	0	0	1	0	0	0	0	1	1	1
SLC16A11	0	1	0	0	0	0	0	0	0	1	1	1
SLC16A12	1	0	0	0	0	0	0	0	0	1	1	1
SLC16A14	0	0	0	0	1	0	0	0	0	1	1	1
SLC16A2	0	0	0	0	1	0	0	0	0	1	1	1
SLC16A9	0	0	0	0	0	1	0	0	0	1	1	1
SLC17A1	0	0	0	0	1	0	0	0	0	1	1	1
SLC17A7	0	0	0	0	1	0	0	0	0	1	1	1
SLC17A8	1	0	0	0	0	0	0	0	0	1	1	1
SLC18A2	0	0	0	0	1	0	0	0	0	1	1	1
SLC18A3	0	0	0	0	1	0	0	0	0	1	1	1
SLC19A2	0	0	0	0	0	0	0	1	0	1	1	1
SLC1A6	0	0	0	0	1	0	0	0	0	1	1	1
SLC1A7	0	0	0	0	1	0	0	0	0	1	1	1
SLC20A1	0	0	0	0	1	0	0	0	0	1	1	1
